4952383452001,6255
4960822775001,6301
4952136970001,6228
4952883357001,6283
4960847014001,6302
4961909600001,6340
4961768160001,6339
4796783673001,3214
4796405202001,3107
4811928200001,4065
4886649799001,5130
4796806952001,3216
4824248675001,4339
4806580573001,3832
4947137622001,6192
4803085382001,3609
4822598875001,4303
4822559683001,4281
4895217696001,5288
4914921361001,5629
4952383460001,6257
4845536241001,4581
4886635508001,5126
4932438441001,6030
4800276183001,3349
4795201779001,2843
4952445927001,6229
4796449533001,3119
4813798090001,4135
4849996839001,4671
4910887617001,5574
4846860308001,4611
4925699290001,5862
4952883365001,6285
4938128688001,6075
4948525431001,6220
4801360703001,3379
4810019553001,3990
4948547242001,6224
4851805678001,4737
4801750124001,3550
4952915003001,6289
4960912207001,6307
4796298738001,2900
4800249256001,3327
4822596861001,4301
4863563666001,4827
4882755532001,5059
4900789744001,5418
4915352541001,5666
4952168693001,6230
4822871296001,2996
4847038427001,4623
4808279008001,3904
4827908703001,4384
4869905867001,4885
4795308628001,2851
4812064789001,4101
4855278377001,4759
4888666441001,5201
4927206433001,5918
4810178401001,4004
4801517081001,3447
4944430868001,6191
4830012390001,4429
4961384443001,6330
4796783685001,3222
4882819243001,5074
4803087191001,3619
4889964098001,5221
4889943767001,5223
4910836601001,5561
4796540406001,3155
4903516586001,5461
4886682827001,5136
4821279617001,4241
4796792194001,3204
4822938625001,2992
4918689438001,5699
4912696262001,5598
4812011951001,4071
4794683917001,2732
4804972006001,3775
4840246382001,4530
4831707168001,4448
4827924535001,4390
4961350354001,6332
4819889124001,4187
4801460612001,3439
4830058450001,4439
4824246804001,4345
4795206816001,2839
4812043128001,4087
4847243982001,4652
4841945672001,4563
4796466687001,3133
4961425275001,6334
4840206087001,4516
4877593810001,4983
4795331646001,2853
4850009564001,4677
4953007501001,6293
4886649797001,5125
4796792258001,3210
4828047819001,4422
4909235408001,5535
4885101357001,5092
4804908727001,3759
4806548645001,3828
4836937305001,4498
4801575811001,3463
4801337768001,3369
4952445982001,6267
4840246335001,4520
4796283757001,2936
4885111129001,5096
4840206079001,4515
4847177470001,4638
4857329385001,4772
4824271494001,4353
4895424000001,5301
4806548591001,3818
4888252755001,5168
4813753506001,4131
4910896991001,5572
4952486353001,6268
4800308726001,3347
4808310075001,3910
4947700612001,6203
4796388247001,3093
4928486740001,5949
4853621240001,4740
4821254865001,4235
4796396598001,3097
4827975535001,4410
4893288601001,5268
4845685861001,4592
4881224777001,5039
4886682816001,5135
4806942484001,3866
4931186212001,6003
4847013798001,4624
4918809492001,5713
4874256375001,4933
4835320972001,4485
4871566084001,4909
4850034143001,4675
4822833900001,4317
4845568425001,4583
4932712660001,6042
4808048265001,3874
4888418030001,5179
4846808680001,4601
4960908998001,6213
4875819946001,4942
4921940259001,5760
4796827176001,3224
4808310081001,3914
4800308825001,3351
4912787507001,5606
4820999449001,4215
4909297413001,5540
4947348517001,6197
4925846636001,5876
4819923038001,4197
4833889534001,4471
4891734366001,5244
4890139568001,5230
4882588545001,5071
4796363430001,3117
4952100569001,6233
4796449562001,3127
4904916124001,3751
4899058321001,5387
4801360678001,3371
4808171275001,3884
4796244410001,2884
4822617798001,4297
4895518244001,5318
4884976223001,5082
4799848069001,3252
4799904336001,3284
4961053399001,6318
4915341576001,5661
4915446669001,5684
4847059369001,4634
4912657575001,5593
4800151676001,2811
4884985784001,5091
4799835413001,3266
4953007503001,6292
4952883447001,6294
4803205720001,3673
4905006949001,5493
4961043836001,6319
4952496353001,6266
4808315231001,3916
4961200531001,6320
4794983439001,2791
4855278368001,4756
4796437943001,3121
4910896945001,5563
4805327414001,3808
4952445919001,6256
4952609076001,6276
4879503923001,5017
4796883409001,3232
4811564289001,4026
4846831237001,4598
4796449579001,3135
4855245800001,4754
4886317633001,5104
4803266087001,3687
4831794767001,4453
4833889536001,4472
4922165371001,5789
4952201134001,6234
4952496380001,6272
4961194469001,6322
4897163118001,5350
4901573190001,5445
4912657584001,5595
4810181918001,3996
4853578834001,4739
4801735512001,3548
4893310379001,5263
4925618010001,5849
4952201158001,6237
4822902215001,3006
4912786000001,5607
4796283742001,2918
4809808508001,3926
4961175815001,6324
4830064764001,4435
4831749400001,4449
4801415293001,3395
4796363426001,3115
4800276124001,3333
4840468481001,4549
4850298094001,4698
4827908701001,4382
4882766658001,5060
4800291085001,3355
4895507829001,5312
4801709080001,3501
4925644519001,5851
4942382000001,6146
4944086427001,6160
4796303879001,2906
4846959708001,4617
4796316932001,2952
4805172506001,3791
4907482957001,5508
4900849230001,5428
